Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros,Conversion Ratio,Warehouse Name,Warehouse Country,Warehouse City,Road,Rail,Sea,Air,total_dist,Location,Warehouse_Latitude,Warehouse_Longitude,Latitude,Longitude,KG,CO2 Road,CO2 Rail,CO2 Sea,CO2 Air,CO2 Total
2021-01-08,1-2021,3403434,5003451-51,21000061,5,937554-54,20.0,15.94,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.5800000000000001,0.016434787200000002,0.0,0.0,1.0645320000000003,1.0809667872000002
2021-01-08,1-2021,3403434,5003451-51,21000061,6,918533-33,20.0,29.25,0.05568,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.1136,0.031554791424,0.0,0.0,2.04390144,2.075456231424
2021-01-08,1-2021,3403434,5003451-51,21000061,7,8957921-21,20.0,14.02,0.0200799999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.401599999999998,0.011379673343999945,0.0,0.0,0.7370966399999964,0.7484763133439963
2021-01-08,1-2021,3403434,5003451-51,21000061,8,802063-63,20.0,12.51,0.022,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.43999999999999995,0.012467769600000001,0.0,0.0,0.807576,0.8200437695999999
2021-01-08,1-2021,3403434,5003451-51,21000061,9,802064-64,20.0,12.51,0.0184,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.368,0.01042758912,0.0,0.0,0.6754272,0.68585478912
2021-01-08,1-2021,3403434,5003451-51,21000061,10,802077-77,100.0,91.52,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.9,0.05383809600000001,0.0,0.0,3.4872600000000005,3.5410980960000007
2021-01-08,1-2021,3403434,5003451-51,21000061,11,802078-78,20.0,18.3,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.38,0.010767619200000002,0.0,0.0,0.6974520000000001,0.7082196192000001
2021-01-08,1-2021,3403434,5003451-51,21000061,12,902126-26,80.0,102.9,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.52,0.04307047680000001,0.0,0.0,2.7898080000000003,2.8328784768000004
2021-01-08,1-2021,3403434,5003451-51,21000061,14,942103-03,20.0,33.39,0.02459,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.4918,0.013935566112000003,0.0,0.0,0.9026497200000001,0.9165852861120001
2021-01-08,1-2021,3403434,5003451-51,21000061,15,887776-76,20.0,19.27,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.38,0.010767619200000002,0.0,0.0,0.6974520000000001,0.7082196192000001
2021-01-08,1-2021,3403434,5003451-51,21000061,16,8871292-92,20.0,25.72,0.02191,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.4382,0.012416765088,0.0,0.0,0.80427228,0.816689045088
2021-01-08,1-2021,3403434,5003451-51,21000061,17,992668-68,25.0,40.35,0.0215,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.5375,0.015230514000000002,0.0,0.0,0.9865275,1.001758014
2021-01-08,1-2021,3403434,5003451-51,21000061,19,8031256-56,20.0,13.82,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.38,0.010767619200000002,0.0,0.0,0.6974520000000001,0.7082196192000001
2021-01-08,1-2021,3403434,5003451-51,21000061,20,942082-82,20.0,27.44,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.64,0.018134937600000005,0.0,0.0,1.1746560000000001,1.1927909376
2021-01-08,1-2021,3403434,5003451-51,21000061,21,964823-23,20.0,13.72,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.38,0.010767619200000002,0.0,0.0,0.6974520000000001,0.7082196192000001
2021-01-08,1-2021,3403434,5003451-51,21000061,22,964824-24,20.0,27.44,0.033,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.66,0.0187016544,0.0,0.0,1.211364,1.2300656544000002
2021-01-08,1-2021,3403434,5003451-51,21000061,23,943453-53,20.0,25.42,0.02061,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.4122,0.011680033248,0.0,0.0,0.7565518800000001,0.7682319132480001
2021-01-08,1-2021,3403434,5003451-51,21000061,26,944022-22,20.0,47.21,0.01053,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.21059999999999998,0.005967527904,0.0,0.0,0.38653523999999995,0.39250276790399996
2021-01-08,1-2021,3403434,5003451-51,21000061,28,8794095-95,20.0,37.63,0.02113,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.4226,0.011974725984,0.0,0.0,0.77564004,0.7876147659839999
2021-01-08,1-2021,3403434,5003451-51,21000061,29,8571482-82,20.0,39.74,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.32599999999999996,0.00923748384,0.0,0.0,0.5983403999999999,0.6075778838399999
2021-01-08,1-2021,3403434,5003451-51,21000061,30,8794084-84,20.0,44.28,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.32599999999999996,0.00923748384,0.0,0.0,0.5983403999999999,0.6075778838399999
2021-01-08,1-2021,3403434,5003451-51,21000061,31,8479004-04,20.0,33.19,0.02113,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.4226,0.011974725984,0.0,0.0,0.77564004,0.7876147659839999
2021-01-08,1-2021,3403434,5003451-51,21000061,32,896049-49,20.0,59.31,0.0163,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.32599999999999996,0.00923748384,0.0,0.0,0.5983403999999999,0.6075778838399999
2021-01-08,1-2021,3403434,5003451-51,21000061,33,897001-01,25.0,32.28,0.04304,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.076,0.030489363840000006,0.0,0.0,1.9748904000000005,2.0053797638400006
2021-01-08,1-2021,3403434,5003451-51,21000061,34,875586-86,25.0,26.73,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.7250000000000001,0.020543484000000004,0.0,0.0,1.3306650000000002,1.3512084840000003
2021-01-08,1-2021,3403434,5003451-51,21000061,35,921215-15,25.0,39.75,0.058,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.4500000000000002,0.04108696800000001,0.0,0.0,2.6613300000000004,2.7024169680000005
2021-01-08,1-2021,3403434,5003451-51,21000061,36,880410-10,25.0,26.73,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.7250000000000001,0.020543484000000004,0.0,0.0,1.3306650000000002,1.3512084840000003
2021-01-08,1-2021,3403434,5003451-51,21000061,37,921216-16,25.0,39.75,0.058,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.4500000000000002,0.04108696800000001,0.0,0.0,2.6613300000000004,2.7024169680000005
2021-01-08,1-2021,3403434,5003451-51,21000061,38,892273-73,25.0,26.73,0.033,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.8250000000000001,0.023377068000000004,0.0,0.0,1.5142050000000002,1.5375820680000003
2021-01-08,1-2021,3403434,5003451-51,21000061,39,8206444-44,20.0,16.85,0.017,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.34,0.009634185600000001,0.0,0.0,0.6240360000000001,0.6336701856000001
2021-01-08,1-2021,3403434,5003451-51,21000061,40,8206472-72,20.0,16.85,0.017,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.34,0.009634185600000001,0.0,0.0,0.6240360000000001,0.6336701856000001
2021-01-08,1-2021,3403434,5003451-51,21000061,41,8755811-11,25.0,61.53,0.02,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.5,0.01416792,0.0,0.0,0.9177000000000001,0.9318679200000001
2021-01-08,1-2021,3403434,5003451-51,21000061,42,875582-82,25.0,19.17,0.017,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.42500000000000004,0.012042732000000002,0.0,0.0,0.780045,0.792087732
2021-01-08,1-2021,3403434,5003451-51,21000061,43,8902764-64,25.0,7.95,0.027,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.675,0.019126692,0.0,0.0,1.2388950000000003,1.2580216920000002
2021-01-08,1-2021,3403434,5003451-51,21000061,44,8902742-42,50.0,34.55,0.058,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,2.9000000000000004,0.08217393600000002,0.0,0.0,5.322660000000001,5.404833936000001
2021-01-08,1-2021,3403434,5003451-51,21000061,45,8902753-53,25.0,13.24,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.8,0.022668672000000004,0.0,0.0,1.46832,1.490988672
2021-01-08,1-2021,3403434,5003451-51,21000061,46,8902772-72,50.0,45.9,0.056,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,2.8000000000000003,0.07934035200000002,0.0,0.0,5.139120000000001,5.218460352000001
2021-01-08,1-2021,3403434,5003451-51,21000061,47,861128-28,25.0,13.75,0.015,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.375,0.01062594,0.0,0.0,0.688275,0.6989009399999999
2021-01-08,1-2021,3403434,5003451-51,21000061,48,861126-26,25.0,13.75,0.015,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.375,0.01062594,0.0,0.0,0.688275,0.6989009399999999
2021-01-08,1-2021,3403434,5003451-51,21000061,49,8803232-32,25.0,19.92,0.01601,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.40025,0.01134141996,0.0,0.0,0.7346188499999999,0.74596026996
